,geometry,Hex_ID,Hex_Center_Lat,Hex_Center_Lon
19,"POLYGON ((19.258 -34.48758983848623, 19.358 -34.400987298107786, 19.358 -34.33758983848623, 19.258 -34.28758983848623, 19.157999999999998 -34.33758983848623, 19.157999999999998 -34.400987298107786, 19.258 -34.48758983848623))",hex_2_14,-34.38002109665386,19.258
20,"POLYGON ((19.458 -34.400987298107786, 19.558 -34.31438475772934, 19.558 -34.25098729810779, 19.458 -34.20098729810778, 19.357999999999997 -34.25098729810779, 19.357999999999997 -34.31438475772934, 19.458 -34.400987298107786))",hex_2_15,-34.29341855627543,19.458
21,"POLYGON ((19.657999999999998 -34.48758983848623, 19.758 -34.400987298107786, 19.758 -34.33758983848623, 19.657999999999998 -34.28758983848623, 19.557999999999996 -34.33758983848623, 19.557999999999996 -34.400987298107786, 19.657999999999998 -34.48758983848623))",hex_2_16,-34.38002109665386,19.657999999999998
22,"POLYGON ((19.857999999999997 -34.400987298107786, 19.958 -34.31438475772934, 19.958 -34.25098729810779, 19.857999999999997 -34.20098729810778, 19.757999999999996 -34.25098729810779, 19.757999999999996 -34.31438475772934, 19.857999999999997 -34.400987298107786))",hex_2_17,-34.29341855627543,19.857999999999997
23,"POLYGON ((20.058 -34.48758983848623, 20.158 -34.400987298107786, 20.158 -34.33758983848623, 20.058 -34.28758983848623, 19.958 -34.33758983848623, 19.958 -34.400987298107786, 20.058 -34.48758983848623))",hex_2_18,-34.38002109665386,20.058000000000003
24,"POLYGON ((20.258 -34.400987298107786, 20.358 -34.31438475772934, 20.358 -34.25098729810779, 20.258 -34.20098729810778, 20.157999999999998 -34.25098729810779, 20.157999999999998 -34.31438475772934, 20.258 -34.400987298107786))",hex_2_19,-34.29341855627543,20.258
25,"POLYGON ((20.458 -34.48758983848623, 20.558 -34.400987298107786, 20.558 -34.33758983848623, 20.458 -34.28758983848623, 20.357999999999997 -34.33758983848623, 20.357999999999997 -34.400987298107786, 20.458 -34.48758983848623))",hex_2_20,-34.38002109665386,20.458000000000002
26,"POLYGON ((20.657999999999998 -34.400987298107786, 20.758 -34.31438475772934, 20.758 -34.25098729810779, 20.657999999999998 -34.20098729810778, 20.557999999999996 -34.25098729810779, 20.557999999999996 -34.31438475772934, 20.657999999999998 -34.400987298107786))",hex_2_21,-34.29341855627543,20.658
27,"POLYGON ((20.857999999999997 -34.48758983848623, 20.958 -34.400987298107786, 20.958 -34.33758983848623, 20.857999999999997 -34.28758983848623, 20.757999999999996 -34.33758983848623, 20.757999999999996 -34.400987298107786, 20.857999999999997 -34.48758983848623))",hex_2_22,-34.38002109665386,20.857999999999997
28,"POLYGON ((21.058 -34.400987298107786, 21.158 -34.31438475772934, 21.158 -34.25098729810779, 21.058 -34.20098729810778, 20.958 -34.25098729810779, 20.958 -34.31438475772934, 21.058 -34.400987298107786))",hex_2_23,-34.29341855627543,21.058000000000003
29,"POLYGON ((21.258 -34.48758983848623, 21.358 -34.400987298107786, 21.358 -34.33758983848623, 21.258 -34.28758983848623, 21.157999999999998 -34.33758983848623, 21.157999999999998 -34.400987298107786, 21.258 -34.48758983848623))",hex_2_24,-34.38002109665386,21.258000000000003
30,"POLYGON ((21.458 -34.400987298107786, 21.558 -34.31438475772934, 21.558 -34.25098729810779, 21.458 -34.20098729810778, 21.357999999999997 -34.25098729810779, 21.357999999999997 -34.31438475772934, 21.458 -34.400987298107786))",hex_2_25,-34.29341855627543,21.458000000000002
31,"POLYGON ((21.657999999999998 -34.48758983848623, 21.758 -34.400987298107786, 21.758 -34.33758983848623, 21.657999999999998 -34.28758983848623, 21.557999999999996 -34.33758983848623, 21.557999999999996 -34.400987298107786, 21.657999999999998 -34.48758983848623))",hex_2_26,-34.38002109665386,21.658
32,"POLYGON ((21.857999999999997 -34.400987298107786, 21.958 -34.31438475772934, 21.958 -34.25098729810779, 21.857999999999997 -34.20098729810778, 21.757999999999996 -34.25098729810779, 21.757999999999996 -34.31438475772934, 21.857999999999997 -34.400987298107786))",hex_2_27,-34.29341855627543,21.858
33,"POLYGON ((18.258 -34.2277822173509, 18.358 -34.141179676972456, 18.358 -34.0777822173509, 18.258 -34.0277822173509, 18.157999999999998 -34.0777822173509, 18.157999999999998 -34.141179676972456, 18.258 -34.2277822173509))",hex_3_9,-34.12021347551853,18.258
34,"POLYGON ((18.458 -34.31438475772934, 18.558 -34.2277822173509, 18.558 -34.164384757729344, 18.458 -34.11438475772934, 18.357999999999997 -34.164384757729344, 18.357999999999997 -34.2277822173509, 18.458 -34.31438475772934))",hex_3_10,-34.20681601589696,18.458000000000002
35,"POLYGON ((18.657999999999998 -34.2277822173509, 18.758 -34.141179676972456, 18.758 -34.0777822173509, 18.657999999999998 -34.0277822173509, 18.557999999999996 -34.0777822173509, 18.557999999999996 -34.141179676972456, 18.657999999999998 -34.2277822173509))",hex_3_11,-34.12021347551853,18.658
36,"POLYGON ((18.857999999999997 -34.31438475772934, 18.958 -34.2277822173509, 18.958 -34.164384757729344, 18.857999999999997 -34.11438475772934, 18.757999999999996 -34.164384757729344, 18.757999999999996 -34.2277822173509, 18.857999999999997 -34.31438475772934))",hex_3_12,-34.20681601589696,18.857999999999997
37,"POLYGON ((19.058 -34.2277822173509, 19.158 -34.141179676972456, 19.158 -34.0777822173509, 19.058 -34.0277822173509, 18.958 -34.0777822173509, 18.958 -34.141179676972456, 19.058 -34.2277822173509))",hex_3_13,-34.12021347551853,19.058000000000003
38,"POLYGON ((19.258 -34.31438475772934, 19.358 -34.2277822173509, 19.358 -34.164384757729344, 19.258 -34.11438475772934, 19.157999999999998 -34.164384757729344, 19.157999999999998 -34.2277822173509, 19.258 -34.31438475772934))",hex_3_14,-34.20681601589696,19.258
39,"POLYGON ((19.458 -34.2277822173509, 19.558 -34.141179676972456, 19.558 -34.0777822173509, 19.458 -34.0277822173509, 19.357999999999997 -34.0777822173509, 19.357999999999997 -34.141179676972456, 19.458 -34.2277822173509))",hex_3_15,-34.12021347551853,19.458
40,"POLYGON ((19.657999999999998 -34.31438475772934, 19.758 -34.2277822173509, 19.758 -34.164384757729344, 19.657999999999998 -34.11438475772934, 19.557999999999996 -34.164384757729344, 19.557999999999996 -34.2277822173509, 19.657999999999998 -34.31438475772934))",hex_3_16,-34.20681601589696,19.657999999999998
41,"POLYGON ((19.857999999999997 -34.2277822173509, 19.958 -34.141179676972456, 19.958 -34.0777822173509, 19.857999999999997 -34.0277822173509, 19.757999999999996 -34.0777822173509, 19.757999999999996 -34.141179676972456, 19.857999999999997 -34.2277822173509))",hex_3_17,-34.12021347551853,19.857999999999997
42,"POLYGON ((20.058 -34.31438475772934, 20.158 -34.2277822173509, 20.158 -34.164384757729344, 20.058 -34.11438475772934, 19.958 -34.164384757729344, 19.958 -34.2277822173509, 20.058 -34.31438475772934))",hex_3_18,-34.20681601589696,20.058000000000003
43,"POLYGON ((20.258 -34.2277822173509, 20.358 -34.141179676972456, 20.358 -34.0777822173509, 20.258 -34.0277822173509, 20.157999999999998 -34.0777822173509, 20.157999999999998 -34.141179676972456, 20.258 -34.2277822173509))",hex_3_19,-34.12021347551853,20.258
44,"POLYGON ((20.458 -34.31438475772934, 20.558 -34.2277822173509, 20.558 -34.164384757729344, 20.458 -34.11438475772934, 20.357999999999997 -34.164384757729344, 20.357999999999997 -34.2277822173509, 20.458 -34.31438475772934))",hex_3_20,-34.20681601589696,20.458000000000002
45,"POLYGON ((20.657999999999998 -34.2277822173509, 20.758 -34.141179676972456, 20.758 -34.0777822173509, 20.657999999999998 -34.0277822173509, 20.557999999999996 -34.0777822173509, 20.557999999999996 -34.141179676972456, 20.657999999999998 -34.2277822173509))",hex_3_21,-34.12021347551853,20.658
46,"POLYGON ((20.857999999999997 -34.31438475772934, 20.958 -34.2277822173509, 20.958 -34.164384757729344, 20.857999999999997 -34.11438475772934, 20.757999999999996 -34.164384757729344, 20.757999999999996 -34.2277822173509, 20.857999999999997 -34.31438475772934))",hex_3_22,-34.20681601589696,20.857999999999997
47,"POLYGON ((21.058 -34.2277822173509, 21.158 -34.141179676972456, 21.158 -34.0777822173509, 21.058 -34.0277822173509, 20.958 -34.0777822173509, 20.958 -34.141179676972456, 21.058 -34.2277822173509))",hex_3_23,-34.12021347551853,21.058000000000003
48,"POLYGON ((21.258 -34.31438475772934, 21.358 -34.2277822173509, 21.358 -34.164384757729344, 21.258 -34.11438475772934, 21.157999999999998 -34.164384757729344, 21.157999999999998 -34.2277822173509, 21.258 -34.31438475772934))",hex_3_24,-34.20681601589696,21.258000000000003
49,"POLYGON ((21.458 -34.2277822173509, 21.558 -34.141179676972456, 21.558 -34.0777822173509, 21.458 -34.0277822173509, 21.357999999999997 -34.0777822173509, 21.357999999999997 -34.141179676972456, 21.458 -34.2277822173509))",hex_3_25,-34.12021347551853,21.458000000000002
50,"POLYGON ((21.657999999999998 -34.31438475772934, 21.758 -34.2277822173509, 21.758 -34.164384757729344, 21.657999999999998 -34.11438475772934, 21.557999999999996 -34.164384757729344, 21.557999999999996 -34.2277822173509, 21.657999999999998 -34.31438475772934))",hex_3_26,-34.20681601589696,21.658
51,"POLYGON ((21.857999999999997 -34.2277822173509, 21.958 -34.141179676972456, 21.958 -34.0777822173509, 21.857999999999997 -34.0277822173509, 21.757999999999996 -34.0777822173509, 21.757999999999996 -34.141179676972456, 21.857999999999997 -34.2277822173509))",hex_3_27,-34.12021347551853,21.858
52,"POLYGON ((22.058 -34.31438475772934, 22.158 -34.2277822173509, 22.158 -34.164384757729344, 22.058 -34.11438475772934, 21.958 -34.164384757729344, 21.958 -34.2277822173509, 22.058 -34.31438475772934))",hex_3_28,-34.20681601589696,22.058
53,"POLYGON ((22.258 -34.2277822173509, 22.358 -34.141179676972456, 22.358 -34.0777822173509, 22.258 -34.0277822173509, 22.157999999999998 -34.0777822173509, 22.157999999999998 -34.141179676972456, 22.258 -34.2277822173509))",hex_3_29,-34.12021347551853,22.258000000000003
54,"POLYGON ((23.058 -34.2277822173509, 23.158 -34.141179676972456, 23.158 -34.0777822173509, 23.058 -34.0277822173509, 22.958 -34.0777822173509, 22.958 -34.141179676972456, 23.058 -34.2277822173509))",hex_3_33,-34.12021347551853,23.058
55,"POLYGON ((23.458 -34.2277822173509, 23.558 -34.141179676972456, 23.558 -34.0777822173509, 23.458 -34.0277822173509, 23.357999999999997 -34.0777822173509, 23.357999999999997 -34.141179676972456, 23.458 -34.2277822173509))",hex_3_35,-34.12021347551853,23.458000000000002
56,"POLYGON ((23.857999999999997 -34.2277822173509, 23.958 -34.141179676972456, 23.958 -34.0777822173509, 23.857999999999997 -34.0277822173509, 23.757999999999996 -34.0777822173509, 23.757999999999996 -34.141179676972456, 23.857999999999997 -34.2277822173509))",hex_3_37,-34.12021347551853,23.858
57,"POLYGON ((24.258 -34.2277822173509, 24.358 -34.141179676972456, 24.358 -34.0777822173509, 24.258 -34.0277822173509, 24.157999999999998 -34.0777822173509, 24.157999999999998 -34.141179676972456, 24.258 -34.2277822173509))",hex_3_39,-34.12021347551853,24.258
58,"POLYGON ((24.458 -34.31438475772934, 24.558 -34.2277822173509, 24.558 -34.164384757729344, 24.458 -34.11438475772934, 24.357999999999997 -34.164384757729344, 24.357999999999997 -34.2277822173509, 24.458 -34.31438475772934))",hex_3_40,-34.20681601589696,24.458
59,"POLYGON ((24.658 -34.2277822173509, 24.758000000000003 -34.141179676972456, 24.758000000000003 -34.0777822173509, 24.658 -34.0277822173509, 24.558 -34.0777822173509, 24.558 -34.141179676972456, 24.658 -34.2277822173509))",hex_3_41,-34.12021347551853,24.658
60,"POLYGON ((24.857999999999997 -34.31438475772934, 24.958 -34.2277822173509, 24.958 -34.164384757729344, 24.857999999999997 -34.11438475772934, 24.757999999999996 -34.164384757729344, 24.757999999999996 -34.2277822173509, 24.857999999999997 -34.31438475772934))",hex_3_42,-34.20681601589696,24.858
61,"POLYGON ((25.458 -34.2277822173509, 25.558 -34.141179676972456, 25.558 -34.0777822173509, 25.458 -34.0277822173509, 25.357999999999997 -34.0777822173509, 25.357999999999997 -34.141179676972456, 25.458 -34.2277822173509))",hex_3_45,-34.12021347551853,25.458
62,"POLYGON ((18.458 -34.14117967697245, 18.558 -34.054577136594006, 18.558 -33.99117967697245, 18.458 -33.941179676972446, 18.357999999999997 -33.99117967697245, 18.357999999999997 -34.054577136594006, 18.458 -34.14117967697245))",hex_4_10,-34.033610935140075,18.458000000000002
63,"POLYGON ((18.657999999999998 -34.054577136594006, 18.758 -33.96797459621556, 18.758 -33.90457713659401, 18.657999999999998 -33.854577136594, 18.557999999999996 -33.90457713659401, 18.557999999999996 -33.96797459621556, 18.657999999999998 -34.054577136594006))",hex_4_11,-33.94700839476164,18.658
64,"POLYGON ((18.857999999999997 -34.14117967697245, 18.958 -34.054577136594006, 18.958 -33.99117967697245, 18.857999999999997 -33.941179676972446, 18.757999999999996 -33.99117967697245, 18.757999999999996 -34.054577136594006, 18.857999999999997 -34.14117967697245))",hex_4_12,-34.033610935140075,18.857999999999997
65,"POLYGON ((19.058 -34.054577136594006, 19.158 -33.96797459621556, 19.158 -33.90457713659401, 19.058 -33.854577136594, 18.958 -33.90457713659401, 18.958 -33.96797459621556, 19.058 -34.054577136594006))",hex_4_13,-33.94700839476164,19.058000000000003
66,"POLYGON ((19.258 -34.14117967697245, 19.358 -34.054577136594006, 19.358 -33.99117967697245, 19.258 -33.941179676972446, 19.157999999999998 -33.99117967697245, 19.157999999999998 -34.054577136594006, 19.258 -34.14117967697245))",hex_4_14,-34.033610935140075,19.258
67,"POLYGON ((19.458 -34.054577136594006, 19.558 -33.96797459621556, 19.558 -33.90457713659401, 19.458 -33.854577136594, 19.357999999999997 -33.90457713659401, 19.357999999999997 -33.96797459621556, 19.458 -34.054577136594006))",hex_4_15,-33.94700839476164,19.458
68,"POLYGON ((19.657999999999998 -34.14117967697245, 19.758 -34.054577136594006, 19.758 -33.99117967697245, 19.657999999999998 -33.941179676972446, 19.557999999999996 -33.99117967697245, 19.557999999999996 -34.054577136594006, 19.657999999999998 -34.14117967697245))",hex_4_16,-34.033610935140075,19.657999999999998
69,"POLYGON ((19.857999999999997 -34.054577136594006, 19.958 -33.96797459621556, 19.958 -33.90457713659401, 19.857999999999997 -33.854577136594, 19.757999999999996 -33.90457713659401, 19.757999999999996 -33.96797459621556, 19.857999999999997 -34.054577136594006))",hex_4_17,-33.94700839476164,19.857999999999997
70,"POLYGON ((20.058 -34.14117967697245, 20.158 -34.054577136594006, 20.158 -33.99117967697245, 20.058 -33.941179676972446, 19.958 -33.99117967697245, 19.958 -34.054577136594006, 20.058 -34.14117967697245))",hex_4_18,-34.033610935140075,20.058000000000003
71,"POLYGON ((20.258 -34.054577136594006, 20.358 -33.96797459621556, 20.358 -33.90457713659401, 20.258 -33.854577136594, 20.157999999999998 -33.90457713659401, 20.157999999999998 -33.96797459621556, 20.258 -34.054577136594006))",hex_4_19,-33.94700839476164,20.258
72,"POLYGON ((20.458 -34.14117967697245, 20.558 -34.054577136594006, 20.558 -33.99117967697245, 20.458 -33.941179676972446, 20.357999999999997 -33.99117967697245, 20.357999999999997 -34.054577136594006, 20.458 -34.14117967697245))",hex_4_20,-34.033610935140075,20.458000000000002
73,"POLYGON ((20.657999999999998 -34.054577136594006, 20.758 -33.96797459621556, 20.758 -33.90457713659401, 20.657999999999998 -33.854577136594, 20.557999999999996 -33.90457713659401, 20.557999999999996 -33.96797459621556, 20.657999999999998 -34.054577136594006))",hex_4_21,-33.94700839476164,20.658
74,"POLYGON ((20.857999999999997 -34.14117967697245, 20.958 -34.054577136594006, 20.958 -33.99117967697245, 20.857999999999997 -33.941179676972446, 20.757999999999996 -33.99117967697245, 20.757999999999996 -34.054577136594006, 20.857999999999997 -34.14117967697245))",hex_4_22,-34.033610935140075,20.857999999999997
75,"POLYGON ((21.058 -34.054577136594006, 21.158 -33.96797459621556, 21.158 -33.90457713659401, 21.058 -33.854577136594, 20.958 -33.90457713659401, 20.958 -33.96797459621556, 21.058 -34.054577136594006))",hex_4_23,-33.94700839476164,21.058000000000003
76,"POLYGON ((21.258 -34.14117967697245, 21.358 -34.054577136594006, 21.358 -33.99117967697245, 21.258 -33.941179676972446, 21.157999999999998 -33.99117967697245, 21.157999999999998 -34.054577136594006, 21.258 -34.14117967697245))",hex_4_24,-34.033610935140075,21.258000000000003
77,"POLYGON ((21.458 -34.054577136594006, 21.558 -33.96797459621556, 21.558 -33.90457713659401, 21.458 -33.854577136594, 21.357999999999997 -33.90457713659401, 21.357999999999997 -33.96797459621556, 21.458 -34.054577136594006))",hex_4_25,-33.94700839476164,21.458000000000002
78,"POLYGON ((21.657999999999998 -34.14117967697245, 21.758 -34.054577136594006, 21.758 -33.99117967697245, 21.657999999999998 -33.941179676972446, 21.557999999999996 -33.99117967697245, 21.557999999999996 -34.054577136594006, 21.657999999999998 -34.14117967697245))",hex_4_26,-34.033610935140075,21.658
79,"POLYGON ((21.857999999999997 -34.054577136594006, 21.958 -33.96797459621556, 21.958 -33.90457713659401, 21.857999999999997 -33.854577136594, 21.757999999999996 -33.90457713659401, 21.757999999999996 -33.96797459621556, 21.857999999999997 -34.054577136594006))",hex_4_27,-33.94700839476164,21.858
80,"POLYGON ((22.058 -34.14117967697245, 22.158 -34.054577136594006, 22.158 -33.99117967697245, 22.058 -33.941179676972446, 21.958 -33.99117967697245, 21.958 -34.054577136594006, 22.058 -34.14117967697245))",hex_4_28,-34.033610935140075,22.058
81,"POLYGON ((22.258 -34.054577136594006, 22.358 -33.96797459621556, 22.358 -33.90457713659401, 22.258 -33.854577136594, 22.157999999999998 -33.90457713659401, 22.157999999999998 -33.96797459621556, 22.258 -34.054577136594006))",hex_4_29,-33.94700839476164,22.258000000000003
82,"POLYGON ((22.458 -34.14117967697245, 22.558 -34.054577136594006, 22.558 -33.99117967697245, 22.458 -33.941179676972446, 22.357999999999997 -33.99117967697245, 22.357999999999997 -34.054577136594006, 22.458 -34.14117967697245))",hex_4_30,-34.033610935140075,22.458000000000002
83,"POLYGON ((22.657999999999998 -34.054577136594006, 22.758 -33.96797459621556, 22.758 -33.90457713659401, 22.657999999999998 -33.854577136594, 22.557999999999996 -33.90457713659401, 22.557999999999996 -33.96797459621556, 22.657999999999998 -34.054577136594006))",hex_4_31,-33.94700839476164,22.658
84,"POLYGON ((22.857999999999997 -34.14117967697245, 22.958 -34.054577136594006, 22.958 -33.99117967697245, 22.857999999999997 -33.941179676972446, 22.757999999999996 -33.99117967697245, 22.757999999999996 -34.054577136594006, 22.857999999999997 -34.14117967697245))",hex_4_32,-34.033610935140075,22.858
85,"POLYGON ((23.058 -34.054577136594006, 23.158 -33.96797459621556, 23.158 -33.90457713659401, 23.058 -33.854577136594, 22.958 -33.90457713659401, 22.958 -33.96797459621556, 23.058 -34.054577136594006))",hex_4_33,-33.94700839476164,23.058
86,"POLYGON ((23.258 -34.14117967697245, 23.358 -34.054577136594006, 23.358 -33.99117967697245, 23.258 -33.941179676972446, 23.157999999999998 -33.99117967697245, 23.157999999999998 -34.054577136594006, 23.258 -34.14117967697245))",hex_4_34,-34.033610935140075,23.258
87,"POLYGON ((23.458 -34.054577136594006, 23.558 -33.96797459621556, 23.558 -33.90457713659401, 23.458 -33.854577136594, 23.357999999999997 -33.90457713659401, 23.357999999999997 -33.96797459621556, 23.458 -34.054577136594006))",hex_4_35,-33.94700839476164,23.458000000000002
88,"POLYGON ((23.657999999999998 -34.14117967697245, 23.758 -34.054577136594006, 23.758 -33.99117967697245, 23.657999999999998 -33.941179676972446, 23.557999999999996 -33.99117967697245, 23.557999999999996 -34.054577136594006, 23.657999999999998 -34.14117967697245))",hex_4_36,-34.033610935140075,23.658
89,"POLYGON ((23.857999999999997 -34.054577136594006, 23.958 -33.96797459621556, 23.958 -33.90457713659401, 23.857999999999997 -33.854577136594, 23.757999999999996 -33.90457713659401, 23.757999999999996 -33.96797459621556, 23.857999999999997 -34.054577136594006))",hex_4_37,-33.94700839476164,23.858
90,"POLYGON ((24.058 -34.14117967697245, 24.158 -34.054577136594006, 24.158 -33.99117967697245, 24.058 -33.941179676972446, 23.958 -33.99117967697245, 23.958 -34.054577136594006, 24.058 -34.14117967697245))",hex_4_38,-34.033610935140075,24.058
91,"POLYGON ((24.258 -34.054577136594006, 24.358 -33.96797459621556, 24.358 -33.90457713659401, 24.258 -33.854577136594, 24.157999999999998 -33.90457713659401, 24.157999999999998 -33.96797459621556, 24.258 -34.054577136594006))",hex_4_39,-33.94700839476164,24.258
92,"POLYGON ((24.458 -34.14117967697245, 24.558 -34.054577136594006, 24.558 -33.99117967697245, 24.458 -33.941179676972446, 24.357999999999997 -33.99117967697245, 24.357999999999997 -34.054577136594006, 24.458 -34.14117967697245))",hex_4_40,-34.033610935140075,24.458
93,"POLYGON ((24.658 -34.054577136594006, 24.758000000000003 -33.96797459621556, 24.758000000000003 -33.90457713659401, 24.658 -33.854577136594, 24.558 -33.90457713659401, 24.558 -33.96797459621556, 24.658 -34.054577136594006))",hex_4_41,-33.94700839476164,24.658
94,"POLYGON ((24.857999999999997 -34.14117967697245, 24.958 -34.054577136594006, 24.958 -33.99117967697245, 24.857999999999997 -33.941179676972446, 24.757999999999996 -33.99117967697245, 24.757999999999996 -34.054577136594006, 24.857999999999997 -34.14117967697245))",hex_4_42,-34.033610935140075,24.858
95,"POLYGON ((25.058 -34.054577136594006, 25.158 -33.96797459621556, 25.158 -33.90457713659401, 25.058 -33.854577136594, 24.958 -33.90457713659401, 24.958 -33.96797459621556, 25.058 -34.054577136594006))",hex_4_43,-33.94700839476164,25.058
96,"POLYGON ((25.258 -34.14117967697245, 25.358 -34.054577136594006, 25.358 -33.99117967697245, 25.258 -33.941179676972446, 25.157999999999998 -33.99117967697245, 25.157999999999998 -34.054577136594006, 25.258 -34.14117967697245))",hex_4_44,-34.033610935140075,25.258
97,"POLYGON ((25.458 -34.054577136594006, 25.558 -33.96797459621556, 25.558 -33.90457713659401, 25.458 -33.854577136594, 25.357999999999997 -33.90457713659401, 25.357999999999997 -33.96797459621556, 25.458 -34.054577136594006))",hex_4_45,-33.94700839476164,25.458
98,"POLYGON ((25.658 -34.14117967697245, 25.758000000000003 -34.054577136594006, 25.758000000000003 -33.99117967697245, 25.658 -33.941179676972446, 25.558 -33.99117967697245, 25.558 -34.054577136594006, 25.658 -34.14117967697245))",hex_4_46,-34.033610935140075,25.658000000000005
